activity_id,molregno,assay_id,doc_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,activity_comment,data_validity_comment,compound_chembl_id,compound_name,max_phase,molecule_type,first_approval,mw_freebase,alogp,hba,hbd,psa,rtb,ro3_pass,num_ro5_violations,molecular_species,full_mwt,aromatic_rings,heavy_atoms,num_alerts,assay_type,assay_organism,assay_tissue,assay_cell_type,assay_subcellular_fraction,target_chembl_id,target_name,target_type,target_organism
82,2063,946,339,Kd,=,8.424977268601367,nM,6.308253238069463,,,CHEMBL1164,,0,Small molecule,,279.3776476071651,2.9483494871909017,7,0,59.98704275218861,5,Y,0,BASE,220.556766541331,4,17,2,B,Mus musculus,,,,CHEMBL1863,Epidermal growth factor receptor,CELL-LINE,Mus musculus
83,3885,132,299,IC50,=,23.51008217315091,nM,4.2629522352469635,,,CHEMBL4776,Compound_82,0,Small molecule,,382.9762355351268,3.1540910272785307,4,4,63.58548141662017,14,Y,2,ACID,387.8968968364564,3,37,0,F,,,,,CHEMBL4926,Dopamine D2 receptor,SINGLE PROTEIN,Mus musculus
84,65,872,285,Ki,>=,35.14739141972523,nM,6.158847076987118,,,CHEMBL942,Compound_83,2,Antibody,,409.41286283812315,1.477858467348827,5,3,38.848182844509275,2,N,1,BASE,259.92215362464896,2,66,0,B,Homo sapiens,,,,CHEMBL1536,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
85,2569,635,266,IC50,=,39.852608926807804,nM,6.192424975643195,,,CHEMBL423,,1,Small molecule,,477.8086091823438,2.149079381691684,0,4,43.25939263047576,8,N,3,ZWITTERION,318.18084151228334,2,51,0,P,Homo sapiens,,,,CHEMBL3543,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
86,2028,560,140,Ki,=,27.01012464775531,nM,8.840473605119913,,,CHEMBL4671,,1,Small molecule,,400.91460732215813,2.3611776571741196,12,2,81.34427643758139,11,N,1,NEUTRAL,205.41117139770964,4,52,0,B,Rattus norvegicus,,,,CHEMBL3946,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
87,2696,800,302,Potency,=,0.36178586487932934,nM,5.857740879637779,,,CHEMBL4336,,0,Small molecule,,671.452452262689,3.8502348161447233,14,4,28.437838124071654,5,Y,2,NEUTRAL,254.16181268874055,4,35,0,A,,,,,CHEMBL3091,Tyrosine-protein kinase ABL1,PROTEIN COMPLEX,Homo sapiens
88,1496,376,286,IC50,<=,29.055487168257542,nM,9.363902180884176,,,CHEMBL1335,Compound_87,3,Protein,,498.70314105898797,0.5691318092743807,8,5,116.61315365552451,14,Y,0,NEUTRAL,462.81129594292815,0,30,0,F,Rattus norvegicus,,,,CHEMBL3846,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
89,392,691,350,Potency,=,5.646415406484469,nM,7.291849227680849,,,CHEMBL4904,Compound_88,4,Small molecule,,395.52569481198,2.887615100886813,9,7,88.30232518809973,3,Y,0,ACID,601.4844765621141,5,63,0,B,Homo sapiens,,,,CHEMBL1978,Epidermal growth factor receptor,PROTEIN COMPLEX,Homo sapiens
90,4515,692,466,EC50,=,2.0513301688876506,nM,7.51692509898679,,,CHEMBL1949,,4,Protein,,366.8450724838551,3.338748830020829,1,7,76.78612911102768,16,Y,0,NEUTRAL,600.9032703071202,2,25,0,F,Homo sapiens,,,,CHEMBL994,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
91,4475,99,216,IC50,=,29.920049588857378,nM,8.84204528762721,,,CHEMBL3291,Compound_90,0,Small molecule,,332.1438195442999,-0.18288634500940315,3,6,59.382151258178496,11,Y,0,BASE,534.7149831133453,2,38,0,A,Homo sapiens,,,,CHEMBL3935,Epidermal growth factor receptor,SINGLE PROTEIN,
92,3562,842,32,Kd,=,26.532198013249232,nM,4.807451383771495,,,CHEMBL3467,Compound_91,1,Small molecule,,324.69390540478787,3.8179356581990396,9,5,116.09606344996148,10,N,0,NEUTRAL,382.263079886878,3,64,0,P,,,,,CHEMBL1452,Histone deacetylase 1,SINGLE PROTEIN,
93,2279,34,457,IC50,=,0.5809769341814383,nM,4.107649727411526,,,CHEMBL241,Compound_92,4,Small molecule,,446.89641104095864,2.9117447140645374,5,3,92.90958696526704,17,Y,1,NEUTRAL,252.60978145532778,2,35,0,F,Homo sapiens,,,,CHEMBL1512,Histone deacetylase 1,PROTEIN COMPLEX,Mus musculus
94,3100,932,303,IC50,=,9.03664490097568,nM,4.3396880529312085,,,CHEMBL3879,,0,Small molecule,,317.0699961828893,0.2761495370994771,9,0,52.8276760834827,14,N,3,NEUTRAL,205.29097460610464,3,26,0,B,,,,,CHEMBL1941,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
95,201,582,88,EC50,=,293.9928431633619,nM,4.183981205450003,,,CHEMBL3282,Compound_94,2,Small molecule,,292.30127011520096,5.472900068224981,5,7,63.60761161465713,7,Y,1,BASE,292.95467213905533,2,53,0,B,Rattus norvegicus,,,,CHEMBL3035,Acetylcholinesterase,SINGLE PROTEIN,Mus musculus
96,4876,171,63,Ki,=,1.6220944822664973,nM,8.199369279566145,,,CHEMBL684,Compound_95,3,Small molecule,,369.8539570592834,2.240034182456131,8,5,101.75860336871106,13,Y,1,BASE,437.24808626632654,5,35,2,P,Mus musculus,,,,CHEMBL4221,Acetylcholinesterase,PROTEIN FAMILY,
97,3105,366,410,Ki,=,28.060938420566973,nM,5.46982652222191,,,CHEMBL4060,,0,Small molecule,,381.2380806253688,-1.0604634214459585,4,1,79.91092499270769,12,N,3,NEUTRAL,405.8407144281801,3,41,0,F,Homo sapiens,,,,CHEMBL839,Epidermal growth factor receptor,CELL-LINE,Homo sapiens
98,4599,784,387,IC50,=,1.8022062798438305,nM,9.144532651136256,,,CHEMBL3168,,0,Small molecule,,352.53809453060234,4.094104518895347,6,4,56.967214031854326,13,N,0,NEUTRAL,374.83794654105645,4,72,0,A,Homo sapiens,,,,CHEMBL3640,Serotonin transporter,SINGLE PROTEIN,
99,2455,59,279,Potency,=,534.252341245464,nM,9.297250103320458,,,CHEMBL357,Compound_98,0,Antibody,,342.4210638087299,3.0909434275250067,1,4,95.19251016879635,1,Y,0,NEUTRAL,501.2923817007619,3,56,0,B,Homo sapiens,,,,CHEMBL4282,Cannabinoid CB1 receptor,CELL-LINE,
100,3646,181,459,Ki,<,81.1273486280628,nM,6.136521838722338,,,CHEMBL2075,Compound_99,1,Small molecule,,390.8038970191191,3.1955688342702846,1,6,91.48199896784624,10,N,1,NEUTRAL,397.4257802578385,5,52,1,A,Homo sapiens,,,,CHEMBL2670,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
101,805,19,74,Potency,<=,3.8238267642328534,nM,5.168952137783437,,,CHEMBL294,,0,Small molecule,,272.477680212612,1.9471799623978727,2,1,78.59536030814128,14,Y,0,ZWITTERION,395.63942099819246,3,29,0,B,Rattus norvegicus,,,,CHEMBL283,Cannabinoid CB1 receptor,SINGLE PROTEIN,Homo sapiens
102,2732,226,306,IC50,<,30.80252856204232,nM,6.99287184859136,,,CHEMBL986,,1,Small molecule,,474.93532795046775,1.8526520585015978,0,4,30.816347327997036,2,Y,1,NEUTRAL,417.5104431093391,2,47,0,B,Rattus norvegicus,,,,CHEMBL3166,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
103,2774,473,420,Ki,=,1.2957463977210675,nM,8.894850220505122,,,CHEMBL2402,Compound_102,0,Small molecule,,409.42017693967057,2.135181998841628,1,4,44.75474834158242,0,Y,1,NEUTRAL,338.8619758814968,1,24,1,F,Homo sapiens,,,,CHEMBL1900,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
104,1571,95,124,Kd,=,0.5352150496867307,nM,8.109351842617933,,,CHEMBL4172,,3,Small molecule,,316.16404813873515,3.5817507887799227,6,4,82.05176060248931,12,N,1,BASE,326.5646147752794,4,41,1,B,Homo sapiens,,,,CHEMBL752,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
105,2691,881,269,IC50,=,16.61418985430789,nM,4.154453538316848,,,CHEMBL3748,,1,Small molecule,,285.3030237385041,1.9746257109548224,13,2,21.239437078381656,0,N,0,BASE,482.1173293225744,1,43,0,B,Homo sapiens,,,,CHEMBL4574,Cannabinoid CB1 receptor,SINGLE PROTEIN,Homo sapiens
106,3841,297,382,Potency,=,4.413862105749543,nM,4.042903316791434,,,CHEMBL1255,,0,Small molecule,,373.77677779465506,2.67801333816735,5,2,57.171664001699526,16,Y,0,ZWITTERION,408.7229631138191,5,25,0,F,,,,,CHEMBL4141,Dopamine D2 receptor,PROTEIN FAMILY,
107,1029,593,285,IC50,=,29.8633855092301,nM,4.6828211687863925,,,CHEMBL4069,,1,Small molecule,,404.2520633130436,3.832446633053544,7,4,67.88025868666995,15,N,0,NEUTRAL,720.4124405055649,3,34,0,B,Homo sapiens,,,,CHEMBL4438,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
108,503,175,422,IC50,=,0.7031542076737983,nM,6.02064283654377,,,CHEMBL2090,,1,Protein,,266.66697265157984,3.6811032089256086,5,1,79.28288990335281,0,N,3,NEUTRAL,461.28555277160206,0,58,0,P,Homo sapiens,,,,CHEMBL1526,Histone deacetylase 1,SINGLE PROTEIN,Mus musculus
109,4494,222,461,Potency,=,6.602610835383536,nM,7.221293260915473,,,CHEMBL415,,0,Small molecule,,315.0300577783515,2.890457535945954,1,7,59.02142007274637,11,Y,1,BASE,510.5758228665613,0,31,2,B,Rattus norvegicus,,,,CHEMBL3350,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
110,871,615,121,Potency,=,428.92108621443117,nM,8.905509660315017,,,CHEMBL2281,Compound_109,1,Protein,,436.59719384119654,1.8534398984885687,3,4,65.96234530081892,17,Y,0,NEUTRAL,370.34329614704455,1,22,2,P,Homo sapiens,,,,CHEMBL4632,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
111,4489,54,346,IC50,=,351.229900161517,nM,4.856756572071382,,,CHEMBL3620,,4,Small molecule,,475.3030728208191,0.3184069342021778,10,6,34.26562541293967,19,Y,3,ACID,307.6050732114444,3,48,0,F,Homo sapiens,,,,CHEMBL3145,Matrix metalloproteinase-9,SINGLE PROTEIN,Homo sapiens
112,207,695,212,IC50,=,570.1747498903926,nM,4.914874100223777,,,CHEMBL4171,Compound_111,0,Small molecule,,380.657022909866,4.535498063922011,4,4,70.16087551713215,11,Y,0,ACID,255.1872517369003,0,41,0,B,Homo sapiens,,,,CHEMBL1431,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
113,1485,863,389,Ki,=,1843.4547867260972,nM,9.181782373981418,,,CHEMBL636,,2,Small molecule,,458.94671728504596,2.391476425733894,8,1,83.96329412611563,3,Y,1,NEUTRAL,181.30732948429812,2,41,0,B,Mus musculus,,,,CHEMBL529,Matrix metalloproteinase-9,PROTEIN COMPLEX,Homo sapiens
114,864,403,148,Potency,=,8.952982398083353,nM,9.544149546165292,,,CHEMBL894,,2,Small molecule,,406.95662997100965,2.5118812946109155,4,3,52.65075513977334,0,Y,0,NEUTRAL,383.2452852033578,4,62,1,F,Homo sapiens,,,,CHEMBL4869,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
115,2791,318,78,Ki,=,0.07736764323038367,nM,7.307736412933914,,,CHEMBL3376,,1,Small molecule,,484.17942790704967,0.6755255878486341,1,5,63.1294049675209,1,Y,1,NEUTRAL,520.5986084965464,0,19,0,F,Rattus norvegicus,,,,CHEMBL4609,Serotonin transporter,SINGLE PROTEIN,Mus musculus
116,564,867,365,Ki,>,182.70729005805745,nM,8.709355618615884,,,CHEMBL1274,,4,Small molecule,,336.8224845673134,2.1229012853469844,6,2,88.72451719913644,4,Y,0,NEUTRAL,237.8402523988608,2,79,0,F,,,,,CHEMBL1323,Tyrosine-protein kinase ABL1,PROTEIN COMPLEX,
117,4192,349,14,Ki,<,2.152973814840567,nM,6.056026707527407,,,CHEMBL2452,,3,Small molecule,,419.65545476576364,1.9872855618615062,11,1,85.41240413702438,18,Y,0,BASE,349.8054992881093,2,38,0,P,Homo sapiens,,,,CHEMBL4515,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
118,1758,443,136,IC50,=,1235.3999802783499,nM,9.677601286344764,,,CHEMBL1555,,0,Protein,,422.9283760283506,2.9085096227591607,2,0,50.4642450084295,1,Y,0,NEUTRAL,313.87674665006864,3,49,1,F,Homo sapiens,,,,CHEMBL1483,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
119,1679,833,304,Potency,>,23.705055196045265,nM,9.42928271193285,,,CHEMBL637,,1,Small molecule,,432.33768250222266,3.34209340178914,0,4,90.15024253579826,19,Y,0,NEUTRAL,367.85470919394453,3,23,0,F,,,,,CHEMBL448,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
120,3243,580,397,IC50,=,529.1812060048933,nM,9.097629673368791,,,CHEMBL2526,Compound_119,0,Small molecule,,496.6669829556673,1.1398433635682454,10,4,67.95774066508346,4,Y,0,BASE,385.77830605057665,2,29,1,U,Rattus norvegicus,,,,CHEMBL2160,Acetylcholinesterase,PROTEIN COMPLEX,Homo sapiens
121,4637,540,280,Ki,=,14.75076622648498,nM,4.07788953499174,,,CHEMBL4920,,0,Small molecule,,405.35071950067777,2.9571989521168662,10,0,88.96039185427689,17,Y,0,BASE,534.5144375512339,3,64,0,F,Homo sapiens,,,,CHEMBL1870,Histone deacetylase 1,PROTEIN COMPLEX,Homo sapiens
122,1060,786,79,EC50,=,5.159921370700793,nM,7.139788506072142,,,CHEMBL4735,Compound_121,0,Small molecule,,243.97344558969002,2.812991126193201,2,3,11.114134702705286,11,Y,0,NEUTRAL,160.0,1,50,3,B,Homo sapiens,,,,CHEMBL4918,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
123,1723,282,243,EC50,>,86.04479180156233,nM,4.1599708134539695,,,CHEMBL1490,,3,Protein,,316.12694861385586,4.144764454649837,12,6,91.8098773936194,16,Y,0,ACID,201.2353555075207,2,48,0,P,Mus musculus,,,,CHEMBL4814,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
124,3315,360,193,Ki,=,53.436262251655585,nM,8.064673323062625,,,CHEMBL4708,Compound_123,0,Small molecule,,417.16343441936016,4.040349342005819,2,1,88.29369912388705,6,Y,1,BASE,432.47254883547805,4,58,0,F,Homo sapiens,,,,CHEMBL3511,Cyclin-dependent kinase 2,SINGLE PROTEIN,Mus musculus
125,3158,915,470,Potency,=,2.0327281709400014,nM,5.100661781760745,,,CHEMBL3959,,4,Small molecule,,315.9923270519094,1.2286880714284758,5,5,81.82319863430612,15,N,0,ZWITTERION,271.0910600587673,2,23,1,U,Rattus norvegicus,,,,CHEMBL4020,Acetylcholinesterase,PROTEIN FAMILY,
126,2626,823,418,Ki,=,18.741917506842103,nM,7.836879765780265,,,CHEMBL2812,Compound_125,0,Small molecule,,438.1788631198058,3.3385588384650635,9,3,64.14290181077887,3,Y,0,NEUTRAL,276.98743906407924,0,51,0,A,Homo sapiens,,,,CHEMBL3024,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
127,2730,631,242,Ki,<=,6.34926708579243,nM,4.587751565287527,,,CHEMBL3474,Compound_126,1,Oligosaccharide,,361.19290188950885,4.155885956944436,14,5,90.21212308910859,0,Y,0,NEUTRAL,326.71819206095034,2,47,0,B,Homo sapiens,,,,CHEMBL2362,Vascular endothelial growth factor receptor 2,PROTEIN COMPLEX,Homo sapiens
128,1598,892,51,IC50,=,30.218712049505044,nM,8.53969689766844,,,CHEMBL2346,,1,Small molecule,,346.88495022352504,3.2967019668952195,13,7,85.20290608796773,2,Y,1,ACID,278.3757097920043,2,14,2,B,Homo sapiens,,,,CHEMBL3134,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
129,3061,953,232,Kd,=,18.73739101527837,nM,8.358687938574223,,,CHEMBL2620,,1,Small molecule,,280.17289154447803,-0.5684836954885624,9,0,60.198942242846094,14,Y,1,NEUTRAL,281.8787428628706,4,20,0,B,Homo sapiens,,,,CHEMBL2306,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
130,2694,646,259,IC50,=,26.388076201983196,nM,4.027659300946587,,,CHEMBL4152,Compound_129,0,Small molecule,,566.0807415747936,1.8065544779628753,5,4,85.60634480397621,19,Y,0,NEUTRAL,439.92583309716895,0,27,0,B,Homo sapiens,,,,CHEMBL2634,Dopamine D2 receptor,SINGLE PROTEIN,Mus musculus
131,4892,641,384,IC50,>,20.7180331339337,nM,8.752319017529071,,,CHEMBL259,,0,Small molecule,,415.92673360295055,1.5417175912173686,9,4,55.13226693630166,12,Y,1,NEUTRAL,190.71831412557194,1,12,0,B,Homo sapiens,,,,CHEMBL3385,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
132,3628,8,375,IC50,=,9.922926756274691,nM,4.982723945633391,,,CHEMBL4591,Compound_131,2,Small molecule,,370.63527835542305,3.4263693207663293,5,0,23.33491241803266,0,N,0,NEUTRAL,246.09460960461888,3,16,0,B,Homo sapiens,,,,CHEMBL2203,Epidermal growth factor receptor,CELL-LINE,Homo sapiens
133,1364,993,218,Ki,=,41.234911987453735,nM,4.655740823800642,,,CHEMBL412,,3,Oligosaccharide,,449.1873281256835,-0.32444740446567977,14,0,58.59227297901882,8,Y,0,NEUTRAL,419.57778343138824,2,65,2,B,Homo sapiens,,,,CHEMBL515,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
134,1982,563,206,Potency,=,4.406583910398779,nM,7.001483236796112,,,CHEMBL1161,,2,Protein,,406.1891936918415,5.327394812354428,11,5,89.36082453697587,11,Y,0,ACID,609.9615511543907,1,44,0,B,Homo sapiens,,,,CHEMBL3456,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
135,1664,491,314,Ki,=,542.88179255776,nM,7.540547312039911,,,CHEMBL340,Compound_134,2,Small molecule,,318.2894261330543,3.443964534379847,11,5,72.18154182060294,15,Y,0,BASE,500.37901641619317,2,23,1,B,Mus musculus,,,,CHEMBL4975,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
136,1530,341,489,IC50,=,19.455862148149535,nM,4.618634855933722,,,CHEMBL2322,,4,Small molecule,,464.48864657458705,2.9720125354577185,10,0,78.97179864330545,3,Y,1,BASE,267.69729371226964,3,19,1,P,Mus musculus,,,,CHEMBL4042,Histone deacetylase 1,SINGLE PROTEIN,Mus musculus
137,2039,472,381,IC50,=,108.25137501047807,nM,5.8284914408277535,,,CHEMBL3417,,3,Small molecule,,258.8823560831423,1.282232221662867,13,5,30.526011518989307,12,Y,3,NEUTRAL,329.0246626686748,3,25,0,F,Rattus norvegicus,,,,CHEMBL2674,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
138,3303,793,456,EC50,>,6.895199627056249,nM,6.446769413592665,,,CHEMBL3053,,3,Small molecule,,413.0910762741608,0.877289784961925,8,7,73.58621870929767,0,N,3,ZWITTERION,332.3386874230316,2,56,0,F,Homo sapiens,,,,CHEMBL331,Matrix metalloproteinase-9,PROTEIN COMPLEX,Mus musculus
139,2238,687,369,IC50,=,8.595446414573525,nM,9.661696109202085,,,CHEMBL2583,,0,Small molecule,,395.2559199534118,3.659664288000727,11,3,76.98296175456964,2,N,0,NEUTRAL,214.77568053896138,0,48,0,B,Mus musculus,,,,CHEMBL3794,Acetylcholinesterase,SINGLE PROTEIN,Homo sapiens
140,1307,695,311,IC50,>=,127.02649565015294,nM,5.507933546912655,,,CHEMBL940,Compound_139,0,Small molecule,,274.68332600173176,1.309687874099479,12,4,95.7499324074633,17,Y,0,BASE,373.4540570219528,0,68,0,B,Rattus norvegicus,,,,CHEMBL4501,Dopamine D2 receptor,SINGLE PROTEIN,
141,4030,704,375,Ki,<,91.79019890765083,nM,5.562928273499379,,,CHEMBL4277,Compound_140,3,Small molecule,,350.4767934224666,-2.0,6,7,106.63816379345266,4,Y,4,ACID,260.94784075564786,1,37,0,B,,,,,CHEMBL927,Dopamine D2 receptor,SINGLE PROTEIN,Homo sapiens
142,2676,249,120,Potency,=,15.71429086504821,nM,7.956371362971273,,,CHEMBL2700,Compound_141,0,Small molecule,,357.82530130883646,1.8364553972478803,9,7,80.08029907843422,0,Y,0,NEUTRAL,253.71384924769984,2,21,1,A,Rattus norvegicus,,,,CHEMBL1871,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
143,1283,235,80,EC50,=,0.5656820992479774,nM,8.362914956676427,,,CHEMBL4580,,1,Small molecule,,254.97479431125979,-0.4341028561153273,7,7,91.75316411515365,14,Y,0,NEUTRAL,454.21310360705905,2,34,0,P,Homo sapiens,,,,CHEMBL1596,Vascular endothelial growth factor receptor 2,PROTEIN FAMILY,Homo sapiens
144,710,83,42,IC50,<,7.0420635051403515,nM,4.064932948006987,,,CHEMBL4099,Compound_143,2,Small molecule,,484.8409782983597,2.4313628284189455,2,5,30.056400486858898,3,Y,2,NEUTRAL,335.8501013002658,4,11,0,F,Homo sapiens,,,,CHEMBL3997,Cyclin-dependent kinase 2,SINGLE PROTEIN,Homo sapiens
145,4745,93,21,Kd,=,16.83065882118917,nM,4.804185116294942,,,CHEMBL3726,Compound_144,2,Small molecule,,417.51305461813683,3.514902683731337,12,2,88.93614508545218,9,Y,0,NEUTRAL,335.3913630303233,2,50,1,F,Homo sapiens,,,,CHEMBL1775,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
146,4414,885,10,Ki,=,5.130627969040465,nM,6.146146216299444,,,CHEMBL675,Compound_145,0,Small molecule,,359.5073477888815,1.5932587142065004,4,1,81.31854644058096,9,Y,0,BASE,160.0,2,73,0,B,Rattus norvegicus,,,,CHEMBL626,Matrix metalloproteinase-9,PROTEIN FAMILY,Homo sapiens
147,3749,394,313,Kd,=,1.5771665946335387,nM,7.792066046624664,,,CHEMBL3426,,3,Protein,,433.66329074215025,4.616623066382685,0,4,93.99965255574828,14,Y,0,BASE,391.33276520331333,1,44,2,B,Rattus norvegicus,,,,CHEMBL4727,Epidermal growth factor receptor,SINGLE PROTEIN,Homo sapiens
148,4780,824,153,IC50,=,110.83268866965001,nM,4.804714085051666,,,CHEMBL2792,Compound_147,2,Small molecule,,449.4506875124713,3.7437396283793953,13,2,55.89301179180959,12,Y,1,NEUTRAL,368.4839590805546,3,75,1,B,Rattus norvegicus,,,,CHEMBL4560,Cannabinoid CB1 receptor,PROTEIN COMPLEX,Homo sapiens
149,664,268,312,EC50,=,13.998047905629436,nM,6.141694692643367,,,CHEMBL4957,,2,Small molecule,,286.4508648164646,1.1874583592604266,13,0,82.1124215674039,2,Y,1,BASE,209.80490152758279,3,56,0,B,Homo sapiens,,,,CHEMBL4716,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
150,1999,417,294,Potency,<=,748.2817690918205,nM,4.481215681999117,,,CHEMBL158,,3,Protein,,347.1157180529642,1.6950521099659372,14,7,36.53464955855218,9,Y,2,ZWITTERION,377.2662549218053,3,31,0,P,Rattus norvegicus,,,,CHEMBL1785,Cannabinoid CB1 receptor,SINGLE PROTEIN,Homo sapiens
151,3446,632,86,IC50,>,14.364766789395096,nM,7.426683000387406,,,CHEMBL4982,,0,Oligosaccharide,,361.40194522140945,3.2983187567910877,9,1,55.87285327781511,13,Y,1,ACID,417.85037489040667,3,42,0,A,Homo sapiens,,,,CHEMBL4561,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,Homo sapiens
152,3744,583,113,Ki,=,28.642393255520506,nM,6.558191980450987,,,CHEMBL465,Compound_151,1,Small molecule,,457.6000390367768,2.0343504643954313,6,6,46.67316399445921,19,Y,0,ACID,314.9438970627791,0,40,0,B,Homo sapiens,,,,CHEMBL1124,Serotonin transporter,PROTEIN FAMILY,Homo sapiens
153,1496,529,189,IC50,=,6.186795317131398,nM,8.72848736948607,,,CHEMBL2222,Compound_152,0,Small molecule,,350.0587647477284,1.7493943856699568,1,6,15.799218366143513,3,N,0,NEUTRAL,245.8706408422155,5,19,1,B,Mus musculus,,,,CHEMBL934,Vascular endothelial growth factor receptor 2,SINGLE PROTEIN,
154,3305,253,112,EC50,=,412.44053760253337,nM,7.44333064529045,,,CHEMBL1722,,0,Small molecule,,349.992185108626,2.219108186463209,3,4,85.41647552881957,13,Y,0,ACID,366.1557357078544,2,59,0,B,Homo sapiens,,,,CHEMBL4507,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
155,3764,957,175,Kd,=,10.971290774676568,nM,7.954645408831,,,CHEMBL4594,,3,Small molecule,,481.1506257131819,-0.6002262284179736,3,1,62.35709593891157,3,Y,0,NEUTRAL,305.5557026618934,1,76,0,A,Homo sapiens,,,,CHEMBL1748,Tyrosine-protein kinase ABL1,SINGLE PROTEIN,Homo sapiens
156,1854,122,310,EC50,=,13.385348937780336,nM,8.026949865788483,,,CHEMBL1440,,3,Small molecule,,489.54252513743427,2.316202103709977,12,7,89.02448032660068,16,N,1,ACID,424.3993695323705,1,48,0,U,Homo sapiens,,,,CHEMBL4655,Cyclin-dependent kinase 2,PROTEIN COMPLEX,Homo sapiens
157,4660,892,302,Kd,<,2.9906027359148566,nM,7.53765155083791,,,CHEMBL3037,,0,Small molecule,,212.04803681620774,5.429929617595369,4,5,63.1095094637817,16,Y,0,ACID,160.0,2,26,1,B,Homo sapiens,,,,CHEMBL2055,Tyrosine-protein kinase ABL1,CELL-LINE,
158,1292,10,452,EC50,<=,42.91427947892415,nM,4.09655225535859,,,CHEMBL1856,Compound_157,3,Protein,,230.45563922683556,2.180907961656141,4,3,54.99220566622648,17,Y,0,NEUTRAL,301.30111285182363,0,11,0,F,Homo sapiens,,,,CHEMBL3203,Serotonin transporter,SINGLE PROTEIN,Homo sapiens
159,3582,799,4,Potency,=,10.384041757988362,nM,8.992355687346187,,,CHEMBL740,Compound_158,0,Small molecule,,400.5515003614549,4.830597702667672,9,7,59.592226870307954,8,Y,0,NEUTRAL,393.0757935481382,2,51,3,F,Homo sapiens,,,,CHEMBL2452,Epidermal growth factor receptor,PROTEIN FAMILY,Homo sapiens
160,3458,316,222,EC50,=,2.890484917787426,nM,9.500197492619735,,,CHEMBL322,Compound_159,2,Small molecule,,377.795358685496,2.4545285580774996,4,6,91.0664415379127,19,Y,0,NEUTRAL,457.7240221212258,2,44,0,B,Homo sapiens,,,,CHEMBL1434,Histone deacetylase 1,SINGLE PROTEIN,Homo sapiens
161,1637,838,450,IC50,=,18.227351835250587,nM,7.205441574039332,,,CHEMBL2981,Compound_160,2,Small molecule,,413.13371546316284,3.491606437111713,13,1,99.57125681399884,16,Y,0,NEUTRAL,245.70480275135208,0,67,1,B,Homo sapiens,,,,CHEMBL4129,Cannabinoid CB1 receptor,SINGLE PROTEIN,Mus musculus
